id,title,image_link,country,years,director_description,leader,star,description,tags,imdb,language,time_length,Unnamed: 13
1879,Boston Terror Attack Patriots Day,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2502466029.jpg,USA,2017-11-17(中国大陆),Peter Berg,"['Mark Wahlberg', 'Kevin Bacon', 'John Goodman', 'Michelle Monaghan', 'J.K. Simmons', 'Melissa Benoist', 'Alex Wolff', 'Ouyang Mancheng', 'Rachel Brosnahan', 'Erica McDermott', 'Christopher O'Shea', 'Vincent Curatola', 'James Colby', 'Dimunolokets']",8.1,"The film focuses on the Boston Marathon bombing in 2013. It is another disaster masterpiece with high reputation after ""London Has Fallen"" and ""Deep Water"". The film truly restores the heroic deeds of the FBI and the local police who worked hard to hunt down the real culprit within 102 hours after the Boston terrorist attack and prevented the criminals from making further attacks.",Drama/Thriller/History,https://www.imdb.com/title/tt4572514,English,133分钟,
1880,Zootopia,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2315672647.jpg,USA,2016-03-04(中国大陆/美国),Byron Howard,"['Ginnifer Goodwin', 'Jason Bateman', 'Idris Elba', 'Jenny Slate', 'Nate Torrence', 'Bonnie Hunter', 'Don Lake', 'Tommy Bell', 'J.K. Simmons', 'Octavia Spencer', 'Alan Tudyk', 'Shakira', 'Raymond S. Percy', 'Della Saba', 'Maurice Ramage', 'Phil Johnston', 'John DiMaggio', 'Katie Los', 'Gita Reddy', 'Jessie Corti', 'Tommy List', 'Josh Dallas', 'Ricky Moore', 'Keith Southee', 'Peter Mansbridge', 'Byron Howard', 'Gerald Bush', 'Mark Smith', 'Josie Trinidad', 'John Lavelle', 'Kristen Bell', 'Jill Cordes', 'Melissa Goodwin']",9.2,"The story takes place in a beautiful world where all mammals coexist harmoniously. Rabbit Judy (voiced by Ginnifer Goodwin) has dreamed of becoming a detective who punishes evil and promotes good. With wisdom and hard work, Judy successfully graduated from the police academy and entered the Zootopia police station. Little did she know that this is the territory of large carnivores. As the first and only small herbivore, what kind of story will Judy encounter?
                                    
                                Recently, there have been successive cases of missing animals in the city. While all the police officers were committed to investigating the truth of the case, Judy was assigned by the chief (voiced by Idris Elba) to become an insignificant traffic policeman. One day, the rabbit who was on duty met a fox named Nick (voiced by Jason Bateman). The two did not know each other, and then accidentally accepted the task of finding the missing Mr. Otter. If Mr. Otter cannot be found within two days, Judy must voluntarily leave the police station. Judy finds Nick, and the two join forces to reveal a shocking secret hidden in Zootopia.",Comedy/Animation/Adventure,https://www.imdb.com/title/tt2948356,English / Norwegian,109分钟(中国大陆),
1881,You look delicious おまえうまそうだな,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,Japan,2010-10-16(日本),Masaya Fujimori,"['Yamaguchi Katsuhei', 'Aikawa Rika', 'Kato Kiyoshiro', 'Harada Tomoyo', 'Kawashima Deai', 'Orikasa Fumiko', 'Kirimoto Takuya', 'Bessho Tetsuya', 'Yada Minoru', 'Kawamura Manri', 'Kono Rei', 'Komuro Masayuki', 'Egawa Eo', 'Shimura Chiyuki', 'Katsunuma Kiyoshi', 'Kunio Ida', 'Tatsuya Miyanishi', 'Minako Miyanishi']",8.9,"Hart (Kappei Yamaguchi) is a Tyrannosaurus rex raised by herbivorous dinosaurs. In fact, as early as it broke out of its shell, the leader of the herbivorous dinosaurs ordered Hart's mother (played by Tomoyo Harada) to abandon it, but her mother finally secretly raised it. As he grew older, Hart, who only ate wild fruits every day, became unbearably hungry every day. In the end, he could not resist the drive of instinct and began his brutal carnivorous career. However, due to his mother's influence, a kind heart always surged deep in Hart's heart. One day, he accidentally encountered a baby herbivorous dinosaur that broke out of its shell. Hart was mistaken for ""dad"" by the baby, and named the baby ""Yummy"". From then on, another strange dinosaur father-son relationship began. However, with the deterioration of the living environment, the survival of the dinosaurs has suffered unprecedented destruction. Whether Hart and his relatives can finally withstand the test...
                                    
                                This article is adapted from the manga of the same name by the famous Japanese manga artist Miyanishi Tatsuya. This book won the Kenbuchi Picture Book Award.",Drama/Animation/Children,https://www.imdb.com/title/tt1734113,Japanese,90分钟,
1882,Gardenia blooms,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2253155703.jpg,Chinese mainland,2015-07-10(中国大陆),He Jiong,"['Li Yifeng', 'Zhang Huiwen', 'Jiang Jinfu', 'Wei Daxun', 'Du Tianhao', 'Zhang Yuxi', 'Li Xinai', 'Song Yi', 'Zhang Yunlong', 'Chai Ge', 'Wang Youshuo', 'Li Min', 'Chen Yufan', 'Hu Haiquan', 'Nicha Kun·Holewei Chagu', 'Li Sheng', 'Li Jiahang', 'Liu Haoran', 'Hu Zhonghan', 'Li Sisong', 'Li Weisong', 'Chen Sicheng', 'An Qi'er', 'Qin Pei', 'Chen Weiqiang', 'Yang Jie', 'Xie Na', 'He Jiong']",4.3,"Xu Nuo (played by Li Yifeng), the famous lead singer of the Gardenia Band, and Yan Qi (played by Zhang Huiwen), a ballet major, are a happily in love couple on the university campus. The two are struggling for their respective dreams: Yan Qi, who dreams of ballet, and three roommates and friends apply to study in Paris together; Xu Nuo and his teammates are also working tirelessly, hoping to be favored by a record company on the ""Dream Night"" and debut as a professional band.
                                    
                                However, just when Yan Qi thought that the Paris Dream was within reach, she encountered huge obstacles in reality. Seeing Yan Qi on the verge of collapse, Xu Nuo stayed with her. In order to cheer her up and rekindle her hope, Xu Nuo decided to work with the band members to prepare an unexpected big surprise for her. However, this decision cost him a lot of money. Where will these young people who are in the confused period of youth go from here...",love,https://www.imdb.com/title/tt4819470,Mandarin Chinese,107分钟,
1883,"Fate/stay night - Heaven's Feel - I. presage flower Theatrical version ""Fate/stay night""",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2545044503.jpg,Japan,2019-01-11(中国大陆),Tomori Sudo,"['Sugiyama Noriaki', 'Shimoya Noriko', 'Kamiya Hiroshi', 'Kawasumi Ayako', 'Ueda Kana', 'Ito Miki', 'Nakata Joji', 'Tsugayama Shouche', 'Maden Mitsuaki', 'Oyama Rikiya', 'Kanna Nobu', 'Seki Tomoichi', 'Asakawa Yuu', 'Miki Shinichiro', 'Tanaka Atsuko', 'Suwabe Junichi', 'Kadowaki Maiji', 'Inada Tetsu']",7.5,"The animated theatrical version ""Fate/stay night - Cup of Heaven: Flower of Omen"" is the third plot line in the text adventure game ""Fate/stay night"" released by TYPE-MOON, referred to as ""HF"" or ""Sakura Line"". In the story, the Holy Grail is a legendary treasure that can grant any wish of the holder. The ritual in which 7 Masters and 7 Servants fight each other to obtain the Holy Grail is called the Holy Grail War.
                                    
                                Ten years after the ""Holy Grail War"", Fuyuki City once again faced war, and an uneasy atmosphere enveloped the entire city. Someone is secretly plotting to make this war gradually fall into chaos...",Animation/Fantasy,https://www.imdb.com/title/tt4054952,Japanese,120分钟,
1884,Whistleblower,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2572746113.jpg,Chinese mainland,2019-12-06(中国大陆),Xue Xiaolu,"['Lei Jiayin', 'Tang Wei', 'Qixi', 'Wu Yanshu', 'Yang Lixin', 'Wang Ce', 'Xing Minshan', 'Chen Chuang', 'An Di', 'Wang Qian', 'Fu Hongsheng']",5.5,"A late-night phone call broke the peaceful life of Australian Chinese employee Ma Ke (played by Lei Jiayin). Ex-girlfriend Zhou Wen (played by Tang Wei) who has disappeared for many years suddenly appears, and mysterious killers follow one after another. Faced with many pursuits, Ma Ke took Zhou Wen to Africa to find the truth. He gradually realized that there was another conspiracy behind the transnational transaction he was in charge of. Was he to be a ""whistleblower"" to announce the truth to the society? Or turn a blind eye and protect yourself? Ma Ke had to face a dilemma. At the same time, Ma Ke discovered that Zhou Wen, who he thought had the same problem as him, was by no means as ""simple"" as she seemed. The truth is buried deeper and deeper, and a greater crisis is approaching...",Drama/Suspense/Crime,https://www.imdb.com/title/tt8971476,Mandarin Chinese,139分钟,
1885,evildoer,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p684630800.jpg,Japan,2010-09-11(日本),Lee Sang Il,"['Tsumabuki Satoshi', 'Fukatsu Eri', 'Manshima Hikaru', 'Okada Masaki', 'Karamoto Akira', 'Kiki Kirin', 'Shiomi Sansho', 'Ikeuchi Mansaku', 'Mitsuishi Ken', 'Yuki Miko', 'Ikawa Hisashi', 'Matsuo Suzuki', 'Miko Miyazaki', 'Nagayama Ayato']",7.7,"On a hesitant and empty night, the young, beautiful but vain and impetuous insurance company salesman Ishibashi Yoshino (played by Najima Kono) was buried in Mise Ridge, Fukuoka. During her lifetime, she had dated Shimizu Yuichi (played by Tsumabuki Gai), a civil engineering worker, through a dating website. Later, in order to gain wealth, she switched to the arms of college student Masao Keigo (played by Masaki Okada). This frivolous behavior directly led to the tragedy of her death. After that, Masuo became the main suspect and was investigated by the police. The painful Qingshui met the lonely clothing store salesman Magomi Mitsuyo (played by Fukatsu Eri) through the Internet, and the two estranged people who cherished each other started a desperate escape...
                                    
                                The film is adapted from the original novel by Yoshida Shuichi, and won the first place in the 2010 Film Weekly Top Ten Films, the Japanese Best Director, Best Screenplay and Best Supporting Actor awards; the 34th Japan Film Academy Awards for Best Actor, Best Actress, Best Supporting Actor, Best Supporting Actress and Best Music Award.",Drama/Romance/Crime,https://www.imdb.com/title/tt1542840,Japanese,139分钟,
1886,Asura Asura,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1610184632.jpg,Japan,2012-06-18(上海电影节),Keiichi Sato,"['Masako Nozawa', 'Emi Hayashibara', 'Tetsuaki Genda', 'Hirotaki', 'Toshi Shimada', 'Yamazoka', 'Kappei Yamaguchi', 'Yu Mizushima', 'Rimi Okara', 'Daisuke Sakaguchi', 'Muneko Kumai', 'Yumiko Kobayashi', 'Yufuko Sanpin', 'Fuyuka Oura', 'Kusan Daidori', 'History of Naka', 'Kumiko Watanabe', 'Yuko Kato', 'Mie Sonozaki', 'Taki Chishi', 'Kawata Shinji', 'Kimura Masashi', 'Shintaro Ohata', 'Tarusuke Aragaki', 'Tsurugaoka Satoshi', 'Toru Nara', 'Yuta Kasutani', 'Yoko Fujimoto', 'Yohei Obayashi', 'Akira Kaneda', 'Kinya Kitaoji']",8.2,"At the end of the Heian Era, natural and man-made disasters arose, the world was in chaos, and corpses littered the land. In this terrifying era of cannibalism, a cursed life descends into the world. He (voiced by Masako Nozawa) has been feeding on human flesh since he was a child and became a frightening ogre. It wasn't until he met the compassionate mage (voiced by Kinoya Kitaoji) that he finally got the name ""Asura"". The phrase ""Namo Amitabha"" planted the seeds of the resurrection of humanity in Asura's heart. On the desperate journey of being hunted, Asura received meticulous care and attention from the beautiful girl Ruosa (dubbed by Hayashihara Emi), and the kindness in the heart of the beast-like boy bloomed. But in an era of chaos and loss of human nature. His good expectations have been frustrated one after another. What is left for Asura?
                                    
                                The film is adapted from the original work of the same name by cartoonist George Akiyama (real name: Yuji Akiyama).",Animation/Horror/History,https://www.imdb.com/title/tt2328505,Japanese,76分钟,
1887,super express,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2399994997.jpg,Mainland China / South Korea / France,2016-12-02(中国大陆),Song Xiao,"['Chen He', 'Song Zhixiao', 'David Bailey', 'Xiao Yang', 'Li Yuan', 'Li Chun', 'Tai Zhiyuan', 'He Saifei', 'Kan Qingzi']",4.5,"Super courier Ma Li (played by Chen He) accidentally gets involved in a dispute over a statue while delivering a package. He never dreamed that he would meet a mysterious and sexy girl (played by Song Ji-hyo), but was coerced by her to jointly deal with the international thief Gary (played by David Belle). Relying on his familiarity with the route of delivering express delivery and his determination to achieve his mission, Xiao Ma finally succeeded in obtaining the idol. Unexpectedly, the incident suddenly became complicated and confusing...",comedy/action,https://www.imdb.com/title/tt5187816,Mandarin Chinese,90分钟,
1888,Nebraska Nebraska,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2158863675.jpg,USA,2013-05-23(戛纳电影节),Alexander Payne,"['Bruce Dern', 'Will Forte', 'Joan Squibb', 'Bob Odenkirk', 'Stacey Keach', 'Mary Louise Wilson', 'Lance Howard', 'Tim Driscoll', 'Devin Rattree', 'Angela McEwan', 'Glendora Stitt', 'Elizabeth Moore', 'Kevin Kunkel', 'Dennis McCoy', 'Ronald Vosta', 'Missy Doty']",8.6,"The old man Woody (Bruce Dern) received an advertisement stating that he had won a million dollars. He was so convinced of this that he decided to walk from Billings, Montana to Lincoln, Nebraska to claim his prize. His wife and two sons tried to dissuade him many times but failed. Finally, his younger son David (Will Forte) decided to drive him to Lincoln to receive the award. On the way to Lincoln, they passed Woody's hometown and decided to visit relatives they had not seen for a long time. Within a few days of the Woody family's short stay there, everyone in the town knew that Woody had won the lottery. Woody suddenly became a celebrity in the town, followed by his old creditors. David also gradually learned about Woody's unknown past, and gained a new understanding of his father...",Drama/Comedy/Family,https://www.imdb.com/title/tt1821549,English / Spanish,115分钟,
